Archivo;Tamaño(K);Cant Palabras Inicial;Cant Palabras depuradas;Vocabulario Inicial;Vocabulario Final
1210.7638.txt;62;11391;9771;1300;840
1511.02476.txt;350;58384;51773;5368;3285
1404.6898.txt;199;39940;28379;2601;1634
0911.2746.txt;28;5238;3941;862;574
1510.05071.txt;55;10395;7663;1386;925
1409.6182.txt;24;2942;2207;841;642
1505.05917.txt;70;12984;9525;1496;951
1510.01518.txt;62;11682;9232;1638;1052
1412.4171.txt;216;35889;31090;4048;2386
1402.5481.txt;154;28643;22560;3086;1955
1412.7725.txt;77;12495;11371;2104;1298
1510.06684.txt;16;2712;2097;694;466
1504.06584.txt;27;4765;3963;873;548
1510.00347.txt;139;25443;20151;2107;1320
1502.03387.txt;24;3961;3591;1107;734
1407.4729.txt;54;9857;7554;1593;1046
1507.07091.txt;100;19578;14881;1915;1249
1408.3190.txt;65;13644;10294;1133;740
1203.4600.txt;137;28159;21129;1725;1096
1402.4327.txt;37;7158;5414;1131;700
1504.03872.txt;33;6587;5108;934;602
1502.07884.txt;87;16702;13237;1449;973
1504.04217.txt;138;26936;20008;2134;1331
1501.07637.txt;86;15783;13282;1930;1178
1402.6208.txt;29;4672;4529;1275;806
1210.4959.txt;43;8218;7652;1045;610
1401.8219.txt;39;7499;5499;1098;682
0907.3965.txt;79;14040;12603;1562;965
1501.04318.txt;23;3841;3421;938;629
1505.07368.txt;113;18477;16676;3288;1948
1509.05664.txt;69;12139;9741;1427;859
1302.4808.txt;84;14395;13020;1767;1040
1509.01676.txt;49;8457;7087;1564;1009
1507.05995.txt;18;3007;2591;647;432
1412.4198.txt;26;5093;4099;809;520
1006.1029.txt;44;6641;5930;1561;1042
1204.6445.txt;166;34919;25056;2044;1258
1312.2674.txt;63;11168;9209;1674;1080
1506.00571.txt;31;4816;3892;478;299
1510.03895.txt;85;15706;12093;1793;1132
1511.09259.txt;73;14948;11837;1342;829
1410.4617.txt;81;14534;12253;2189;1358
1506.06305.txt;35;5881;4847;1247;837
1511.04944.txt;72;11690;8946;1698;1159
1204.1846.txt;102;20127;15364;1779;1086
1410.5131.txt;220;49959;32394;832;504
1502.05491.txt;98;15990;14016;2397;1536
1206.3862.txt;41;8556;6885;602;397
1501.04706.txt;31;5184;4553;1019;658
1408.2071.txt;73;14418;11790;1544;979
1508.06464.txt;47;7833;7055;1409;910
1504.05895.txt;106;16859;15679;2723;1767
1509.05572.txt;61;11021;9691;1346;861
1506.07990.txt;119;24716;19396;1743;1058
1404.7325.txt;88;17775;13971;1074;641
1510.08797.txt;66;13442;9733;1574;1026
1510.02807.txt;124;23452;16991;1512;913
1511.06444.txt;24;4082;3530;1004;676
1501.05098.txt;63;12265;8418;1462;918
1511.08887.txt;73;14836;11407;1416;915
1511.09156.txt;71;14082;11660;1324;852
1507.02385.txt;45;7503;6299;1522;1045
1506.09145.txt;57;10129;8978;1354;881
0811.2853.txt;86;17072;13111;1782;1133
1510.02923.txt;85;16739;11981;1861;1197
1401.3580.txt;35;6564;5106;997;657
1305.2494.txt;91;17397;12892;1846;1193
1506.04651.txt;78;12109;10852;2312;1494
1104.5286.txt;73;12992;9934;1936;1243
1506.08752.txt;44;8409;6141;997;635
1510.07391.txt;23;3876;3505;870;583
1505.05312.txt;38;6432;5868;1290;801
1005.3010.txt;26;4717;4189;817;515
1312.0049.txt;124;19153;17601;3080;1991
1309.3730.txt;24;3848;3629;900;541
1509.05821.txt;60;11993;9162;1282;817
1409.4575.txt;31;5715;4386;1016;692
1107.0088.txt;70;14800;10097;1485;987
1509.08690.txt;71;13483;11070;1682;1077
1507.05492.txt;47;8059;6824;1014;665
1412.6808.txt;116;21801;17448;2234;1459
1307.7050.txt;42;6871;5752;1401;908
1312.1664.txt;80;13553;12044;1852;1139
1402.6964.txt;44;7552;6615;1434;939
1308.6702.txt;76;14243;10986;1770;1164
1511.08280.txt;36;6079;5667;920;583
1501.00433.txt;136;25641;21174;1950;1230
1506.03437.txt;57;9763;8288;1424;932
1511.08152.txt;51;10399;7893;1088;699
1506.03523.txt;39;6297;5509;1322;843
1411.6057.txt;57;9449;8245;1587;996
1309.6838.txt;43;7627;6126;1073;699
1411.3010.txt;13;2260;1867;642;421
1203.5184.txt;35;6040;4632;1097;728
1206.5336.txt;52;9937;8561;1248;792
1201.6371.txt;36;7164;5491;793;511
1307.4355.txt;126;25908;18231;1739;1065
1511.02683.txt;73;11728;9827;1923;1233
1403.6322.txt;23;3644;3363;904;560
1405.1481.txt;46;8902;7244;1107;713
1212.6879.txt;93;19694;14774;1233;814
0907.3220.txt;19;2959;2693;712;454
1004.4940.txt;21;3582;2720;867;596
1303.2054.txt;44;7283;6283;1366;870
1111.4662.txt;219;45455;35492;2509;1577
1110.2053.txt;437;75217;64384;6009;3485
1402.3175.txt;21;4058;2965;744;480
1111.3048.txt;15;2980;1934;585;378
1511.08189.txt;16;2857;2453;620;404
1508.02759.txt;46;8563;5326;1189;748
1503.06483.txt;27;4492;3954;1016;644
1403.4622.txt;57;11603;8280;1269;785
1106.1445.txt;1774;311961;254078;8395;4915
1510.08578.txt;43;6876;6373;1453;938
1111.7013.txt;25;4951;3825;710;452
1306.3875.txt;29;4870;4141;1017;656
1506.09140.txt;72;13629;11866;1435;863
1104.4987.txt;46;9271;7330;1094;725
1506.07094.txt;73;11228;9804;2087;1330
1503.08381.txt;55;9264;7658;1406;941
1406.0641.txt;191;37326;29151;2028;1176
1408.3869.txt;21;4423;3502;574;383
1412.3347.txt;91;18789;14506;1514;962
1303.3235.txt;56;10210;8002;1433;916
1309.3699.txt;44;8275;6458;1240;820
1306.2595.txt;77;14666;11470;1635;1073
1311.0913.txt;127;24739;19256;2154;1376
1510.01819.txt;50;10105;8674;1185;731
1301.1107.txt;63;11006;9180;1617;1039
1312.1559.txt;63;12253;9486;1361;921
1502.03951.txt;132;24287;20758;2194;1356
1507.04394.txt;45;6716;6227;1564;963
1506.04391.txt;76;11760;10925;2402;1472
1402.0485.txt;83;17111;12560;1412;899
1505.07429.txt;36;7606;5819;957;629
1111.0235.txt;71;14528;9899;1537;999
1101.1477.txt;90;17479;13639;1998;1267
1309.6610.txt;101;17419;16377;1781;1028
1211.0589.txt;95;19295;14052;1844;1213
1408.0135.txt;31;4156;3861;1150;790
1509.07330.txt;82;15072;12701;1665;1015
1203.5414.txt;29;5884;4918;768;494
1502.06464.txt;147;27761;19623;1959;1199
1507.01581.txt;36;5718;5017;1182;780
1405.0718.txt;91;19109;13592;1347;900
1412.2114.txt;10;1623;1528;517;318
1510.07135.txt;84;16872;14266;1339;840
1403.0734.txt;60;10628;8508;1616;1034
1104.5288.txt;70;11915;9724;1932;1249
1406.1758.txt;80;16465;12143;1601;987
1311.3414.txt;83;13508;11963;2011;1175
1410.6516.txt;38;7003;5485;934;583
1504.03957.txt;84;14756;12335;1792;1137
1511.06030.txt;40;6751;6039;1406;896
1401.6681.txt;71;13726;11486;1454;943
1503.02196.txt;40;8801;5991;955;634
1511.06860.txt;53;9254;7488;1592;1055
0706.1402.txt;26;4022;3869;1178;741
1405.0982.txt;41;7912;6109;966;613
1503.04522.txt;100;20166;13682;1916;1150
1503.02577.txt;12;2170;1682;493;326
1302.5906.txt;54;10086;7614;1487;1016
1509.04857.txt;31;4937;4400;1315;889
1510.02833.txt;74;13201;10769;2163;1381
1507.06011.txt;45;7421;6666;1617;1022
1308.1391.txt;101;18267;14713;1810;1159
1307.4062.txt;50;8029;7223;1644;1062
1411.6538.txt;58;11209;7254;1317;812
1508.04720.txt;67;12168;9939;1521;984
1502.02348.txt;84;14505;11287;1780;1196
1508.05766.txt;69;14026;11337;1529;1000
1510.01591.txt;52;12323;7789;718;497
1311.4766.txt;52;10800;7158;993;610
1212.1710.txt;204;29343;27251;3710;2138
1405.1906.txt;30;5990;4337;941;627
1306.1595.txt;105;20779;16607;1673;1132
1410.7082.txt;28;5500;4351;891;597
1506.01110.txt;50;8218;7105;1580;1042
1206.4809.txt;122;23677;18764;1977;1293
1506.02930.txt;29;4444;4048;1131;745
1104.0746.txt;46;9061;7033;1207;760
1511.03894.txt;29;4616;4391;1083;656
1401.3667.txt;50;9226;7297;1287;806
1505.05451.txt;37;6754;5292;1129;746
1509.08892.txt;97;19720;14424;2006;1311
1411.1124.txt;107;21949;14611;1800;1141
1510.02786.txt;115;23545;16909;1861;1176
1511.05432.txt;38;6219;5610;1209;790
1304.7480.txt;107;20156;16642;2074;1296
1205.4874.txt;43;7504;6128;1073;689
1504.01019.txt;114;20229;16149;2578;1649
1402.6787.txt;46;8402;6901;1310;829
1406.0342.txt;43;8315;6076;1399;909
1409.1467.txt;80;14456;11293;2051;1290
1304.2816.txt;48;7760;6423;1342;812
1411.4097.txt;123;23049;18517;2130;1334
1510.04249.txt;25;3912;2556;504;282
1406.2534.txt;33;5431;4888;1149;729
1409.8498.txt;39;6488;5459;1287;801
1406.2587.txt;162;30486;24332;3051;2005
1504.06320.txt;63;9276;8801;1828;1158
1506.00552.txt;77;15129;11529;1621;1049
1201.2845.txt;48;7990;6528;1469;935
1507.05880.txt;146;27105;21740;2025;1262
1309.3014.txt;49;10120;6539;1346;888
1403.1642.txt;93;18232;14200;1900;1167
0803.2570.txt;133;25674;20606;2134;1356
1507.06616.txt;88;18853;13513;1568;982
1403.4539.txt;12;2056;1741;718;493
1412.1538.txt;29;5708;4564;1004;684
1410.3764.txt;37;7757;5689;1070;700
1506.00366.txt;37;5532;5152;1445;957
1509.09188.txt;85;18054;11706;1596;1126
1310.6398.txt;28;5133;4435;900;554
1505.03931.txt;95;19971;14818;1847;1224
1412.6761.txt;59;10933;8860;1287;868
1308.0776.txt;212;40946;33098;2267;1319
1506.01978.txt;48;8171;7058;1539;1038
1511.03501.txt;72;14250;10755;1542;1006
1404.2743.txt;81;16804;13010;1388;871
1502.05507.txt;48;9748;6830;1088;718
0910.2912.txt;105;17508;15066;1762;1071
1103.1091.txt;23;4721;3648;722;470
1101.5460.txt;74;11153;10466;2128;1272
1511.08861.txt;51;8481;7381;1599;1058
1502.01187.txt;81;15579;11355;1385;873
1508.03837.txt;8;1489;1265;411;264
1508.02521.txt;17;2776;2589;786;488
1509.03784.txt;52;11831;8138;932;585
1312.0461.txt;122;22349;19896;3035;1774
1306.4664.txt;33;6300;4578;968;606
1411.5735.txt;64;12314;8826;1553;981
1510.07380.txt;122;20692;18032;2688;1664
1407.3975.txt;24;4734;3357;772;517
1411.0440.txt;195;29143;27038;5528;3512
1509.04634.txt;89;14359;12661;2210;1411
1305.0750.txt;100;19308;17394;1601;973
1510.02787.txt;82;14754;12586;1574;1031
1511.06653.txt;61;9733;8732;1909;1212
1508.00217.txt;57;9107;7991;1612;1048
0910.5577.txt;38;7465;5759;1279;828
1505.02213.txt;135;25192;20739;2056;1250
1307.7087.txt;81;16728;12208;1387;884
1503.03605.txt;64;11999;8447;1422;942
1504.07959.txt;158;32603;24222;1862;1166
1104.4465.txt;105;20549;16239;1766;1118
1509.08979.txt;109;19924;16585;2150;1360
1204.3850.txt;94;16813;15228;1800;1056
1503.02951.txt;108;19487;16101;2296;1375
1103.1980.txt;39;8108;5720;684;392
1105.1302.txt;47;7953;6789;1251;781
1209.1711.txt;41;6948;6263;1847;1282
1407.3556.txt;40;7770;6255;1034;656
1507.01239.txt;22;3435;3057;1043;708
1505.02921.txt;28;4383;3767;1116;732
1211.2384.txt;76;15920;11470;1127;734
1306.0760.txt;71;11276;10244;2196;1406
1407.7459.txt;13;2667;1798;518;346
1504.00169.txt;61;13222;8626;1150;717
0903.2923.txt;48;9483;7039;1227;805
1408.3877.txt;140;34376;20833;2206;1445
1508.01775.txt;53;8923;8060;1580;967
1403.2975.txt;134;27671;19817;1728;1061
1307.2559.txt;83;16474;12106;1656;1019
1401.1061.txt;100;17137;15209;2118;1280
1508.03878.txt;40;7373;4637;1027;677
1505.06362.txt;109;22284;16745;1851;1143
1509.03476.txt;40;7202;6037;1209;763
0911.1509.txt;25;3742;3411;1169;823
1509.06357.txt;101;20629;16047;1440;837
1503.00941.txt;91;19538;14479;1645;986
1504.06544.txt;163;30119;23213;2695;1671
1508.03401.txt;87;15608;13566;1573;1030
1301.1027.txt;66;13259;9551;1564;1025
1408.6923.txt;23;3573;3286;946;603
1504.07766.txt;70;12310;10674;1904;1217
1408.6321.txt;45;8115;7051;1178;722
1507.03403.txt;44;8745;7416;1214;803
1505.04938.txt;37;6517;5403;1394;920
1407.2506.txt;31;5210;4713;1205;777
1201.0490.txt;15;2163;1955;908;664
1412.5831.txt;68;13147;10567;1980;1245
1501.06654.txt;98;19009;15155;2023;1274
1302.2279.txt;40;8002;5648;866;537
1406.5688.txt;53;7921;7054;1717;1082
1410.0736.txt;44;7028;6252;1448;972
0903.0197.txt;22;3852;3381;730;446
1507.05014.txt;65;12841;9061;1260;804
1406.6924.txt;18;3519;2604;641;439
1507.06576.txt;52;10413;8202;1028;609
1510.07424.txt;21;3947;3144;656;397
1504.06043.txt;49;9619;7113;1150;744
1408.6771.txt;55;9754;9014;1407;867
1312.0233.txt;22;4344;3346;737;466
1308.0801.txt;29;5197;3842;890;590
1411.6907.txt;28;4205;3849;1013;649
1302.1211.txt;29;6937;4108;607;392
1505.02214.txt;141;23448;19834;2151;1310
1502.07331.txt;52;9224;7531;1582;1072
1510.03271.txt;123;22653;18321;2394;1429
1405.4472.txt;50;9473;7619;1270;836
1506.00768.txt;41;6165;5764;1501;978
1503.01239.txt;80;14083;9718;1839;1222
1109.0345.txt;40;7196;6294;1183;776
1411.3444.txt;18;3410;2902;791;550
1403.0505.txt;178;35103;24774;2574;1582
1509.06191.txt;135;28954;18573;1786;1113
1510.01429.txt;35;7117;5577;776;482
1406.4426.txt;39;6723;6081;1024;658
1003.1628.txt;30;5398;3536;816;567
1502.05767.txt;122;17942;15669;3616;2539
1407.2524.txt;54;10611;8552;1000;662
1501.04147.txt;122;23610;18219;2523;1618
1310.0441.txt;25;3917;3672;929;584
1411.7895.txt;58;9853;6587;1546;1031
1407.5965.txt;63;11904;9360;1415;931
1101.1640.txt;43;8110;6321;956;555
1402.1607.txt;23;4418;3653;752;481
1410.4060.txt;37;6940;5159;1221;803
1505.00398.txt;70;12143;10159;1694;1042
1505.01668.txt;80;13864;11284;1846;1216
1508.01014.txt;37;7297;5621;885;546
1504.07056.txt;131;25116;19320;2038;1252
1211.3234.txt;70;12349;10212;1494;958
1403.4861.txt;48;8764;7475;1336;859
1310.5251.txt;68;12125;9582;1718;1134
1511.02599.txt;100;17910;15637;1778;1092
1411.5878.txt;136;21493;18888;3333;2187
0911.1546.txt;29;4355;3972;1303;908
1412.0291.txt;137;22505;19349;3364;2083
1509.03484.txt;33;5475;4665;1202;839
1409.1714.txt;33;5772;4905;1353;909
1006.1030.txt;51;8187;7017;1516;1012
1502.01865.txt;61;12236;9632;1237;788
1506.08353.txt;18;3222;2582;784;526
1502.01494.txt;28;5397;4384;892;597
1309.6927.txt;31;6945;4277;927;587
1505.03898.txt;48;8948;6846;1275;824
1503.04099.txt;45;8266;6602;1318;862
1508.00315.txt;70;12100;9942;1822;1180
1509.07127.txt;52;9881;7065;1225;828
1209.6626.txt;18;3365;2546;728;488
1101.1934.txt;132;28029;20151;1680;1042
1511.01249.txt;121;21584;17718;2147;1337
1412.8324.txt;38;6658;5717;1188;800
1509.05498.txt;62;11195;8272;1194;719
1407.0756.txt;39;6840;5777;1229;786
1508.07065.txt;84;16919;11622;1363;882
1309.3701.txt;99;19230;16170;1896;1151
1510.08368.txt;27;4847;3783;811;506
1409.6777.txt;41;7312;6209;1080;723
1507.06111.txt;114;22928;17893;1894;1150
1407.6169.txt;43;8170;6511;1192;782
1501.03043.txt;103;18625;15683;1833;1153
1212.6751.txt;56;10603;8805;1432;921
1411.0998.txt;106;19830;15564;1936;1235
1509.07417.txt;157;30560;25608;2209;1301
1412.4586.txt;42;7903;6477;1017;633
1502.02908.txt;64;10544;9104;2119;1402
1408.2467.txt;38;6728;5129;1415;988
1309.0671.txt;40;6725;5973;1495;1011
0911.1507.txt;20;3042;2852;926;629
1505.04343.txt;110;19917;15546;2045;1325
1509.07314.txt;36;6327;5040;1026;673
1409.2248.txt;32;5900;3295;889;579
1412.2684.txt;47;7874;5956;1344;890
1204.1160.txt;56;9590;8123;1569;1024
1410.3351.txt;96;19018;13601;1815;1180
1411.7346.txt;122;22715;17833;2226;1359
1509.01683.txt;225;41731;35730;2621;1537
1109.2162.txt;55;11025;8959;1150;720
1506.00573.txt;43;7271;6678;1521;972
1501.03347.txt;109;19161;14971;1803;1158
1508.00945.txt;60;11414;8588;1201;757
1509.07808.txt;54;10856;8294;1345;855
1108.1915.txt;25;4506;3820;960;606
1411.4823.txt;28;4794;4239;992;604
1409.7579.txt;66;11178;9678;1848;1208
1203.5706.txt;76;16058;11467;1457;940
1504.04869.txt;25;5039;4006;710;465
1505.06897.txt;59;10006;7990;1722;1116
1303.0926.txt;98;21317;14754;1089;714
1409.2908.txt;77;12791;10774;1802;1139
0903.1291.txt;26;4803;4055;873;566
1306.3261.txt;54;8294;7286;1657;1110
1412.7172.txt;77;14401;11931;1762;1127
1403.1142.txt;192;39307;28903;2377;1485
1309.5568.txt;33;5611;5347;1501;978
1402.7242.txt;40;8635;5903;835;560
1505.04911.txt;50;8873;7521;1589;1000
1411.1420.txt;204;42022;30307;2536;1574
1403.1080.txt;76;12598;12185;2154;1240
1210.2440.txt;42;8004;6358;1254;841
1406.0263.txt;40;7644;5993;1108;764
1304.6896.txt;22;4515;3408;460;308
1211.6468.txt;38;6382;5566;1394;899
1501.05151.txt;65;11696;8931;1522;956
1405.2690.txt;39;6839;5356;1085;687
1307.6864.txt;59;10898;8649;1800;1175
1508.06589.txt;50;9116;6829;1248;831
1511.00725.txt;38;6006;5366;1091;695
1503.00207.txt;41;7100;5880;1203;776
1510.07357.txt;106;18680;16969;1783;1020
1508.00641.txt;52;9496;7619;1316;850
1508.04606.txt;33;6136;4599;1054;709
1501.07584.txt;21;3545;2832;907;595
1102.0969.txt;69;13912;10574;1531;977
1211.0071.txt;8;1378;1144;510;344
1307.3544.txt;58;11393;7994;1153;697
1502.00112.txt;28;5852;4021;646;388
1511.06436.txt;76;13755;11620;1367;806
1509.01347.txt;40;6263;5036;1215;770
1301.2158.txt;59;8735;7925;1939;1224
1501.03872.txt;22;3318;2673;789;498
1511.00876.txt;119;24301;19796;1780;1067
1407.5536.txt;72;11523;10324;1542;987
1507.03838.txt;28;4721;4270;935;603
1511.00523.txt;109;21296;16544;1687;1037
1206.4656.txt;28;4393;4175;1420;961
1509.07552.txt;67;11752;10440;1856;1117
1312.3614.txt;84;16050;11567;1459;952
1408.1025.txt;14;2374;2047;600;393
1506.03171.txt;57;10728;8742;1280;825
1502.05632.txt;146;30791;23315;1435;857
1507.01088.txt;119;23840;18684;1699;1099
1511.08416.txt;44;8268;7239;1128;711
1311.6876.txt;56;9276;8080;1347;861
1501.04343.txt;92;17806;14421;1499;935
1205.3576.txt;36;5951;5248;1351;984
1304.6116.txt;107;20634;16175;1810;1091
1509.02223.txt;72;12710;10389;2087;1401
1409.8580.txt;60;11376;8571;1395;899
1510.08983.txt;27;4386;3948;1103;755
1310.0833.txt;60;11390;9990;1153;711
1307.0426.txt;87;13910;12045;2258;1389
1203.6152.txt;42;8081;6440;1103;724
1307.2783.txt;96;17088;13913;2087;1329
1505.02348.txt;25;3951;2768;857;557
1511.01807.txt;83;16754;13444;1840;1191
1502.04382.txt;103;20625;16720;1866;1205
1401.2411.txt;130;23350;18454;2170;1344
1506.08238.txt;59;10391;7881;1626;996
1312.2048.txt;63;9952;9464;2498;1611
1506.06011.txt;36;7080;5142;1007;661
1508.03269.txt;52;8810;8111;1659;1098
1505.00199.txt;80;13725;11006;1887;1205
1411.1751.txt;93;19004;13967;1766;1159
1511.00546.txt;53;10665;7539;1318;885
1403.1639.txt;82;15472;12525;2066;1312
1502.01410.txt;71;11677;10539;2125;1309
1511.03518.txt;30;4991;4297;1104;734
1510.08202.txt;56;10249;8254;1558;980
1307.7430.txt;105;22318;15836;1605;1034
1305.7514.txt;20;3502;2777;792;545
1409.3954.txt;56;10508;8275;1365;877
1501.06076.txt;95;22071;14463;970;611
1506.08009.txt;73;12243;11044;1921;1235
0903.4386.txt;116;23759;17971;1707;1069
1404.5029.txt;85;14823;12929;1917;1195
1206.1775.txt;96;18015;15077;2025;1291
1506.04773.txt;47;9396;6858;1066;684
1310.8097.txt;43;7360;6418;1421;933
1306.2476.txt;72;12364;10070;1741;1068
1102.4802.txt;26;5366;4047;508;307
1306.1167.txt;47;8827;7011;1304;837
1508.01993.txt;37;5433;4938;1406;873
1202.3538.txt;160;30873;24023;2411;1487
1311.1339.txt;29;5576;4454;1014;655
1208.0713.txt;99;20044;16347;1515;985
1510.05751.txt;81;14130;10990;1600;1030
1507.03344.txt;4;685;554;168;91
1507.01089.txt;53;10250;7291;1404;937
1402.3631.txt;71;13061;10351;1429;921
1502.04634.txt;67;12602;10112;1676;1070
1109.2984.txt;63;11923;8919;1569;1039
1304.1572.txt;39;6728;5716;1302;853
1412.5374.txt;46;9105;6724;1092;726
1310.4345.txt;65;11672;10129;1496;917
1503.01404.txt;24;5318;3814;593;375
1508.00688.txt;13;2032;1759;595;391
1402.2016.txt;45;7479;6293;1392;904
1401.5277.txt;202;40429;29934;2884;1760
1506.08544.txt;132;22023;18508;2782;1745
1508.04417.txt;48;7262;6568;1709;1114
1510.01210.txt;94;17664;14079;1659;1039
1308.4201.txt;55;9963;8222;1344;879
1511.06033.txt;70;11454;9750;2064;1343
1501.01042.txt;81;14424;13308;1694;1006
1511.06382.txt;40;6304;5513;1179;780
1001.1435.txt;31;4883;4487;1339;867
1008.0851.txt;75;12782;10724;1718;1105
1408.0948.txt;41;8002;6161;1054;700
1508.06269.txt;103;20380;15403;1852;1136
1506.08235.txt;71;12159;11190;1796;1223
1502.06761.txt;148;28638;21872;2148;1292
1411.7087.txt;74;15659;10851;1171;733
1502.02481.txt;85;16269;14200;1544;960
1306.5585.txt;45;8850;7484;1379;897
1408.0848.txt;68;11462;9366;1764;1159
0808.0084.txt;52;10186;7986;1182;778
1507.02103.txt;48;8882;6801;1368;907
1504.00222.txt;45;7926;6300;1284;832
1501.06297.txt;36;6027;4973;1318;882
1407.2988.txt;87;15907;12358;1954;1272
1303.5613.txt;63;10160;8797;2001;1343
1311.3158.txt;154;29680;22677;2137;1346
1503.03185.txt;45;7921;6889;1510;958
1408.1868.txt;45;9470;6719;686;435
1411.2419.txt;36;8202;4848;856;567
1301.7023.txt;27;4939;4150;1008;644
1507.03348.txt;42;8579;7046;944;600
1504.04867.txt;22;3204;2997;1147;791
1511.07860.txt;64;12084;9837;1527;1016
1507.02184.txt;151;32229;23575;1870;1147
1502.08010.txt;23;4562;3525;664;421
1509.04037.txt;85;14541;12178;2219;1430
1302.4118.txt;21;3847;3194;859;568
1203.6286.txt;53;10133;8224;1050;666
1412.2231.txt;47;9139;6589;1089;710
1508.03117.txt;51;9565;7275;1217;782
1410.5920.txt;35;6744;5095;1017;659
1510.01913.txt;89;16750;13819;1638;1052
1511.00452.txt;70;12263;10874;1474;946
1112.2275.txt;78;14832;12655;1639;1064
1502.03371.txt;29;5628;4267;872;540
1004.0208.txt;30;5885;4607;943;601
1502.02272.txt;298;50593;44469;5188;3168
1310.8121.txt;22;3379;2868;723;478
1110.0685.txt;50;9392;7578;1116;684
1511.08585.txt;83;15577;12625;1673;1053
1510.05229.txt;98;17685;14675;2037;1297
